일시,coat_F,coat_M
2019-04-26,4.05286,2.28013
2019-04-27,2.81938,4.23452
2019-04-28,2.55506,3.58306
2019-04-29,2.99559,2.60586
2019-04-30,1.5859,1.62866
2019-05-01,2.73127,1.62866
2019-05-02,1.674,2.93159
2019-05-03,1.76211,1.62866
2019-05-04,3.0837,3.25732
2019-05-05,1.5859,3.25732
2019-05-06,1.93832,1.62866
2019-05-07,2.46696,1.95439
2019-05-08,1.76211,3.90879
2019-05-09,2.46696,1.95439
2019-05-10,2.73127,3.25732
2019-05-11,1.674,0.65146
2019-05-12,2.90748,1.95439
2019-05-13,1.32158,2.60586
2019-05-14,2.37885,2.28013
2019-05-15,1.32158,1.95439
2019-05-16,2.55506,1.62866
2019-05-17,2.37885,0.32573
2019-05-18,1.85022,1.30293
2019-05-19,2.64317,2.93159
2019-05-20,2.37885,2.60586
2019-05-21,3.0837,2.28013
2019-05-22,2.90748,1.62866
2019-05-23,2.90748,2.93159
2019-05-24,3.61233,1.62866
2019-05-25,2.29074,0.32573
2019-05-26,2.90748,2.93159
2019-05-27,2.90748,2.28013
2019-05-28,2.55506,2.60586
2019-05-29,3.61233,2.28013
2019-05-30,2.99559,2.28013
2019-05-31,2.11453,1.95439
2019-06-01,2.90748,2.28013
2019-06-02,3.25991,2.28013
2019-06-03,3.87665,2.93159
2019-06-04,2.73127,2.93159
2019-06-05,3.70044,3.58306
2019-06-06,2.11453,4.23452
2019-06-07,2.90748,0.97719
2019-06-08,3.1718,1.95439
2019-06-09,2.99559,4.23452
2019-06-10,4.14096,2.93159
2019-06-11,3.1718,3.58306
2019-06-12,2.29074,1.95439
2019-06-13,2.90748,1.95439
2019-06-14,3.34801,3.90879
2019-06-15,3.61233,3.58306
2019-06-16,4.05286,3.25732
2019-06-17,4.05286,2.28013
2019-06-18,4.93392,3.58306
2019-06-19,4.6696,5.21172
2019-06-20,3.34801,2.28013
2019-06-21,4.22907,3.90879
2019-06-22,2.73127,4.88599
2019-06-23,6.34361,4.23452
2019-06-24,3.52422,2.28013
2019-06-25,4.40528,4.56026
2019-06-26,5.28634,5.53745
2019-06-27,4.49339,5.21172
2019-06-28,3.25991,3.25732
2019-06-29,3.96475,5.86319
2019-06-30,4.40528,4.56026
2019-07-01,3.61233,2.93159
2019-07-02,4.31718,5.86319
2019-07-03,3.43612,4.88599
2019-07-04,3.78854,4.56026
2019-07-05,3.1718,3.58306
2019-07-06,4.22907,6.18892
2019-07-07,4.58149,3.90879
2019-07-08,4.14096,3.58306
2019-07-09,4.22907,2.60586
2019-07-10,5.37444,3.25732
2019-07-11,5.19823,3.90879
2019-07-12,3.1718,3.58306
2019-07-13,3.34801,3.58306
2019-07-14,5.72687,3.58306
2019-07-15,4.6696,2.93159
2019-07-16,5.11013,4.23452
2019-07-17,4.93392,5.53745
2019-07-18,5.90308,4.88599
2019-07-19,4.84581,2.28013
2019-07-20,5.99118,6.84039
2019-07-21,8.72246,5.53745
2019-07-22,4.58149,4.56026
2019-07-23,7.8414,3.25732
2019-07-24,6.1674,4.88599
2019-07-25,8.72246,7.49185
2019-07-26,5.19823,5.86319
2019-07-27,7.22466,5.21172
2019-07-28,6.96035,5.21172
2019-07-29,7.48898,5.86319
2019-07-30,7.57709,5.53745
2019-07-31,7.31277,5.21172
2019-08-01,7.48898,4.88599
2019-08-02,6.78414,4.88599
2019-08-03,7.04845,4.88599
2019-08-04,7.48898,4.88599
2019-08-05,8.81057,7.49185
2019-08-06,9.42731,6.51465
2019-08-07,7.66519,6.51465
2019-08-08,8.37004,5.53745
2019-08-09,7.8414,5.21172
2019-08-10,8.72246,5.21172
2019-08-11,10.66079,6.51465
2019-08-12,9.69162,6.84039
2019-08-13,10.39647,10.74918
2019-08-14,10.837,5.21172
2019-08-15,13.30396,7.16612
2019-08-16,11.98237,7.81758
2019-08-17,12.95154,7.16612
2019-08-18,13.30396,10.42345
2019-08-19,15.15418,6.84039
2019-08-20,13.65638,10.09771
2019-08-21,12.07048,8.14332
2019-08-22,12.59911,7.16612
2019-08-23,13.12775,7.81758
2019-08-24,10.837,9.44625
2019-08-25,17.0044,10.42345
2019-08-26,14.97797,10.09771
2019-08-27,17.0044,10.09771
2019-08-28,16.74008,8.79478
2019-08-29,15.24229,9.77198
2019-08-30,14.18502,12.05211
2019-08-31,14.44933,9.12052
2019-09-01,14.71365,15.63517
2019-09-02,14.62555,11.07491
2019-09-03,17.97356,13.68078
2019-09-04,14.62555,10.09771
2019-09-05,15.85903,13.02931
2019-09-06,15.77092,10.74918
2019-09-07,19.55947,12.05211
2019-09-08,19.82378,10.09771
2019-09-09,18.41409,11.72638
2019-09-10,17.44493,14.98371
2019-09-11,14.71365,8.14332
2019-09-12,17.09251,9.44625
2019-09-13,16.74008,9.44625
2019-09-14,18.5903,10.74918
2019-09-15,21.93832,18.56677
2019-09-16,20.79295,15.96091
2019-09-17,17.09251,20.8469
2019-09-18,20.0881,12.70358
2019-09-19,21.23348,17.26384
2019-09-20,20.0881,16.61237
2019-09-21,25.90308,15.30944
2019-09-22,34.18502,23.12703
2019-09-23,32.3348,23.45276
2019-09-24,29.3392,20.52117
2019-09-25,24.40528,18.8925
2019-09-26,23.96475,13.68078
2019-09-27,20.26431,14.65798
2019-09-28,20.61674,15.63517
2019-09-29,26.60792,13.68078
2019-09-30,22.02643,20.19543
2019-10-01,22.20264,20.8469
2019-10-02,21.05726,19.8697
2019-10-03,23.34801,18.56677
2019-10-04,19.20704,18.8925
2019-10-05,26.2555,18.24104
2019-10-06,31.98237,20.8469
2019-10-07,40.17621,34.85342
2019-10-08,38.32599,31.92182
2019-10-09,49.86784,46.5798
2019-10-10,45.55066,40.71661
2019-10-11,37.44493,28.66449
2019-10-12,39.11894,28.01302
2019-10-13,32.68722,28.01302
2019-10-14,38.06167,32.57328
2019-10-15,46.43171,40.71661
2019-10-16,49.16299,41.36807
2019-10-17,48.45814,31.59609
2019-10-18,46.07929,34.85342
2019-10-19,41.40969,27.03583
2019-10-20,52.95154,40.71661
2019-10-21,42.81938,33.55048
2019-10-22,42.90748,29.96742
2019-10-23,36.38766,28.01302
2019-10-24,31.10132,28.66449
2019-10-25,32.77533,30.94462
2019-10-26,46.69603,37.45928
2019-10-27,60,46.25407
2019-10-28,62.73127,51.79153
2019-10-29,58.67841,57.98045
2019-10-30,74.36123,60.58631
2019-10-31,54.88986,46.90553
2019-11-01,47.66519,48.85993
2019-11-02,52.07048,44.6254
2019-11-03,55.77092,51.14006
2019-11-04,51.01321,40.71661
2019-11-05,59.29515,46.25407
2019-11-06,61.674,50.48859
2019-11-07,71.98237,63.51791
2019-11-08,96.47577,69.05537
2019-11-09,82.81938,62.86644
2019-11-10,100,68.72964
2019-11-11,84.49339,71.66123
2019-11-12,89.2511,64.49511
2019-11-13,84.84581,77.52442
2019-11-14,98.76651,80.45602
2019-11-15,80.79295,63.51791
2019-11-16,78.32599,61.88925
2019-11-17,96.74008,69.70684
2019-11-18,91.89427,82.08469
2019-11-19,95.68281,100
2019-11-20,85.72687,65.14657
2019-11-21,82.81938,61.56351
2019-11-22,57.53303,57.00325
2019-11-23,60.88105,50.81433
2019-11-24,74.27312,48.85993
2019-11-25,71.98237,60.26058
2019-11-26,60.52863,58.95765
2019-11-27,65.81497,50.48859
2019-11-28,62.99559,54.72312
2019-11-29,51.54185,57.00325
2019-11-30,59.29515,50.81433
2019-12-01,71.45374,74.91856
2019-12-02,68.98678,70.68403
2019-12-03,71.62995,62.21498
2019-12-04,58.23788,57.98045
2019-12-05,59.03083,64.49511
2019-12-06,57.70925,53.42019
2019-12-07,56.38766,55.70032
2019-12-08,62.64317,55.04885
2019-12-09,62.46696,58.30618
2019-12-10,52.86343,39.73941
2019-12-11,56.29955,46.90553
2019-12-12,50.39647,37.78501
2019-12-13,48.28193,48.5342
2019-12-14,44.49339,38.76221
2019-12-15,55.4185,40.39087
2019-12-16,42.46696,39.41368
2019-12-17,42.20264,34.20195
2019-12-18,40.26431,32.89902
2019-12-19,44.14096,36.80781
2019-12-20,32.24669,37.13355
2019-12-21,43.1718,37.13355
2019-12-22,42.29074,35.83061
2019-12-23,36.74008,38.43648
2019-12-24,30.48458,21.8241
2019-12-25,40.35242,38.11074
2019-12-26,35.68281,26.05863
2019-12-27,30.30837,29.96742
2019-12-28,35.33039,26.05863
2019-12-29,35.68281,31.92182
2019-12-30,28.28193,21.8241
2019-12-31,25.28634,25.73289
2020-01-01,23.33848,36.82008
2020-01-02,24.49768,29.2887
2020-01-03,24.4204,30.54393
2020-01-04,25.50231,35.56485
2020-01-05,27.66615,36.82008
2020-01-06,22.95208,25.52301
2020-01-07,22.79752,38.91213
2020-01-08,22.56568,25.94142
2020-01-09,24.72952,27.61506
2020-01-10,21.02009,27.19665
2020-01-11,23.6476,25.94142
2020-01-12,27.20247,27.19665
2020-01-13,23.41576,32.21757
2020-01-14,23.6476,24.26778
2020-01-15,23.6476,30.96234
2020-01-16,20.86553,29.70711
2020-01-17,14.52859,26.77824
2020-01-18,18.77897,28.03347
2020-01-19,21.25193,22.59414
2020-01-20,16.3833,26.77824
2020-01-21,12.28748,24.68619
2020-01-22,15.9969,15.89958
2020-01-23,13.29211,17.57322
2020-01-24,11.4374,14.22594
2020-01-25,10.97372,17.15481
2020-01-26,14.37403,12.97071
2020-01-27,13.91035,13.38912
2020-01-28,13.44667,16.7364
2020-01-29,13.91035,10.46025
2020-01-30,12.75115,7.94979
2020-01-31,12.36476,12.13389
2020-02-01,14.37403,11.29707
2020-02-02,13.60123,10.46025
2020-02-03,14.29675,10.46025
2020-02-04,12.59659,15.06276
2020-02-05,14.45131,16.31799
2020-02-06,12.51931,16.7364
2020-02-07,10.35548,16.7364
2020-02-08,13.67851,10.04184
2020-02-09,16.07418,12.13389
2020-02-10,15.37867,9.20502
2020-02-11,16.7697,9.20502
2020-02-12,12.2102,7.11297
2020-02-13,12.67387,7.11297
2020-02-14,15.68778,8.3682
2020-02-15,12.2102,9.20502
2020-02-16,15.53323,8.3682
2020-02-17,15.76506,9.62343
2020-02-18,12.13292,7.53138
2020-02-19,13.91035,12.5523
2020-02-20,10.58732,7.11297
2020-02-21,9.73724,5.02092
2020-02-22,9.96908,6.69456
2020-02-23,9.42812,7.94979
2020-02-24,8.19165,5.02092
2020-02-25,8.57805,5.43933
2020-02-26,8.26893,5.02092
2020-02-27,7.80525,9.20502
2020-02-28,8.11437,9.20502
2020-02-29,11.051,5.43933
2020-03-01,10.12364,5.85774
2020-03-02,7.03245,5.43933
2020-03-03,9.42812,10.04184
2020-03-04,8.80989,4.60251
2020-03-05,7.26429,8.3682
2020-03-06,8.11437,0
2020-03-07,8.26893,4.1841
2020-03-08,8.19165,3.76569
2020-03-09,7.10973,2.51046
2020-03-10,8.80989,3.34728
2020-03-11,6.80061,5.85774
2020-03-12,9.27357,4.1841
2020-03-13,7.03245,5.02092
2020-03-14,7.18701,7.11297
2020-03-15,10.2782,3.76569
2020-03-16,6.87789,4.1841
2020-03-17,7.57341,5.85774
2020-03-18,7.57341,5.02092
2020-03-19,6.72333,6.27615
2020-03-20,7.65069,4.60251
2020-03-21,7.49613,4.1841
2020-03-22,4.71406,4.60251
2020-03-23,2.85935,3.34728
2020-03-24,3.01391,1.67364
2020-03-25,3.63214,2.09205
2020-03-26,3.09119,2.51046
2020-03-27,2.62751,2.09205
2020-03-28,2.62751,8.3682
2020-03-29,2.85935,2.92887
2020-03-30,3.55486,5.43933
2020-03-31,3.63214,4.60251
2020-04-01,3.01391,2.92887
2020-04-02,1.93199,5.85774
2020-04-03,4.32766,4.1841
2020-04-04,3.70942,7.94979
2020-04-05,5.02318,2.51046
2020-04-06,3.4003,8.3682
2020-04-07,3.01391,4.60251
2020-04-08,4.5595,4.1841
2020-04-09,4.40494,2.51046
2020-04-10,4.48222,2.92887
2020-04-11,5.56414,5.43933
2020-04-12,4.79134,2.09205
2020-04-13,2.93663,5.43933
2020-04-14,3.63214,2.92887
2020-04-15,2.47295,2.09205
2020-04-16,2.39567,2.51046
2020-04-17,3.24574,4.60251
2020-04-18,3.32302,7.11297
2020-04-19,4.63678,4.1841
2020-04-20,4.63678,4.60251
2020-04-21,3.94126,2.51046
2020-04-22,6.72333,9.62343
2020-04-23,4.86862,6.69456
2020-04-24,4.9459,8.3682
2020-04-25,5.3323,5.02092
2020-04-26,5.17774,4.60251
2020-04-27,3.16846,1.25523
2020-04-28,2.85935,3.34728
2020-04-29,1.54559,2.09205
2020-04-30,1.70015,5.02092
2020-05-01,2.62751,5.43933
2020-05-02,2.47295,3.76569
2020-05-03,3.94126,5.02092
2020-05-04,2.16383,0.83682
2020-05-05,3.16846,4.1841
2020-05-06,2.78207,3.34728
2020-05-07,1.93199,2.09205
2020-05-08,2.00927,2.09205
2020-05-09,2.85935,4.60251
2020-05-10,3.86398,3.76569
2020-05-11,1.93199,2.09205
2020-05-12,3.63214,3.76569
2020-05-13,2.93663,1.25523
2020-05-14,2.78207,4.60251
2020-05-15,2.78207,2.92887
2020-05-16,3.16846,2.51046
2020-05-17,3.01391,2.09205
2020-05-18,3.4003,1.25523
2020-05-19,2.31839,2.92887
2020-05-20,2.93663,1.67364
2020-05-21,2.78207,2.92887
2020-05-22,2.47295,2.09205
2020-05-23,2.62751,3.76569
2020-05-24,2.78207,3.34728
2020-05-25,2.24111,3.76569
2020-05-26,1.70015,1.67364
2020-05-27,1.93199,2.09205
2020-05-28,2.62751,2.92887
2020-05-29,2.70479,0.83682
2020-05-30,2.24111,4.60251
2020-05-31,2.70479,0.83682
2020-06-01,2.00927,4.1841
2020-06-02,2.16383,3.34728
2020-06-03,2.47295,3.34728
2020-06-04,2.31839,3.34728
2020-06-05,2.93663,3.76569
2020-06-06,2.39567,3.76569
2020-06-07,2.93663,5.43933
2020-06-08,2.85935,2.09205
2020-06-09,2.31839,2.92887
2020-06-10,3.24574,2.51046
2020-06-11,3.32302,1.25523
2020-06-12,2.08655,2.09205
2020-06-13,3.09119,4.60251
2020-06-14,3.01391,3.34728
2020-06-15,3.09119,1.67364
2020-06-16,3.16846,1.67364
2020-06-17,4.01854,3.76569
2020-06-18,3.16846,4.1841
2020-06-19,3.94126,2.92887
2020-06-20,2.78207,4.1841
2020-06-21,3.70942,1.25523
2020-06-22,4.25038,3.76569
2020-06-23,4.32766,3.76569
2020-06-24,4.09582,2.09205
2020-06-25,6.72333,2.92887
2020-06-26,5.25502,3.34728
2020-06-27,3.32302,2.92887
2020-06-28,5.79598,10.04184
2020-06-29,4.09582,5.85774
2020-06-30,3.70942,3.34728
2020-07-01,4.79134,4.60251
2020-07-02,4.63678,2.09205
2020-07-03,5.79598,3.76569
2020-07-04,3.94126,1.67364
2020-07-05,7.18701,4.1841
2020-07-06,3.24574,6.27615
2020-07-07,5.02318,6.27615
2020-07-08,5.02318,2.09205
2020-07-09,4.79134,4.1841
2020-07-10,5.3323,2.92887
2020-07-11,4.86862,3.76569
2020-07-12,8.11437,7.11297
2020-07-13,4.79134,6.69456
2020-07-14,3.94126,4.60251
2020-07-15,5.95054,4.1841
2020-07-16,5.17774,1.25523
2020-07-17,5.40958,6.27615
2020-07-18,4.9459,2.92887
2020-07-19,7.18701,5.85774
2020-07-20,7.10973,3.76569
2020-07-21,4.32766,5.85774
2020-07-22,5.87326,10.46025
2020-07-23,5.10046,3.34728
2020-07-24,6.64605,2.51046
2020-07-25,5.87326,5.85774
2020-07-26,5.48686,6.27615
2020-07-27,6.72333,6.27615
2020-07-28,6.49149,5.02092
2020-07-29,5.3323,4.1841
2020-07-30,5.95054,5.02092
2020-07-31,6.18238,2.92887
2020-08-01,6.49149,5.02092
2020-08-02,8.42349,3.34728
2020-08-03,7.80525,3.76569
2020-08-04,7.88253,6.69456
2020-08-05,9.35085,7.11297
2020-08-06,9.11901,5.43933
2020-08-07,8.03709,8.3682
2020-08-08,8.26893,5.02092
2020-08-09,11.51468,7.53138
2020-08-10,9.73724,5.02092
2020-08-11,7.65069,5.85774
2020-08-12,8.88717,5.85774
2020-08-13,10.51004,3.76569
2020-08-14,9.42812,7.11297
2020-08-15,9.42812,2.92887
2020-08-16,9.73724,6.69456
2020-08-17,11.90108,8.3682
2020-08-18,8.73261,6.27615
2020-08-19,9.19629,5.85774
2020-08-20,10.12364,6.27615
2020-08-21,11.20556,3.76569
2020-08-22,13.29211,9.20502
2020-08-23,16.69242,9.62343
2020-08-24,13.83307,6.27615
2020-08-25,11.28284,7.11297
2020-08-26,12.98299,10.46025
2020-08-27,12.67387,10.46025
2020-08-28,14.21947,7.94979
2020-08-29,14.21947,7.53138
2020-08-30,14.52859,9.20502
2020-08-31,14.45131,6.69456
2020-09-01,13.29211,8.78661
2020-09-02,12.05564,7.94979
2020-09-03,16.46058,9.62343
2020-09-04,12.2102,10.87866
2020-09-05,14.76043,13.80753
2020-09-06,24.18856,17.99163
2020-09-07,18.62442,17.15481
2020-09-08,16.22874,10.87866
2020-09-09,17.61978,19.24686
2020-09-10,15.84234,11.29707
2020-09-11,17.46522,13.38912
2020-09-12,22.79752,16.31799
2020-09-13,21.94744,12.13389
2020-09-14,18.39258,15.48117
2020-09-15,15.53323,12.97071
2020-09-16,17.23338,14.22594
2020-09-17,17.07882,10.87866
2020-09-18,16.61514,12.97071
2020-09-19,19.16537,10.46025
2020-09-20,20.55641,18.41004
2020-09-21,22.02472,15.06276
2020-09-22,21.32921,16.31799
2020-09-23,19.86089,17.57322
2020-09-24,18.93353,14.64435
2020-09-25,18.93353,13.80753
2020-09-26,22.02472,11.29707
2020-09-27,29.3663,16.7364
2020-09-28,19.93817,14.64435
2020-09-29,18.00618,15.06276
2020-09-30,18.39258,12.13389
2020-10-01,20.55641,21.33891
2020-10-02,25.57959,14.22594
2020-10-03,23.57032,17.99163
2020-10-04,30.1391,23.01255
2020-10-05,39.64451,32.63598
2020-10-06,36.39876,33.4728
2020-10-07,35.23956,34.72803
2020-10-08,26.50695,24.68619
2020-10-09,29.13446,25.1046
2020-10-10,26.35239,30.12552
2020-10-11,33.77125,27.19665
2020-10-12,29.05718,33.4728
2020-10-13,31.06646,34.30962
2020-10-14,41.03554,34.30962
2020-10-15,48.29984,62.34309
2020-10-16,45.44049,46.0251
2020-10-17,44.43585,42.25941
2020-10-18,44.66769,39.74895
2020-10-19,46.13601,49.37238
2020-10-20,38.40803,33.89121
2020-10-21,38.09891,33.89121
2020-10-22,42.81298,40.58577
2020-10-23,63.21483,66.52719
2020-10-24,78.82534,63.59832
2020-10-25,70.94281,59.41422
2020-10-26,58.11437,64.01673
2020-10-27,51.39103,47.69874
2020-10-28,48.91808,49.79079
2020-10-29,55.79598,57.74058
2020-10-30,48.14528,44.35146
2020-10-31,44.82225,45.60669
2020-11-01,68.00618,54.81171
2020-11-02,55.87326,60.25104
2020-11-03,92.96754,100
2020-11-04,100,84.93723
2020-11-05,77.97527,74.05857
2020-11-06,64.14219,58.99581
2020-11-07,58.34621,61.08786
2020-11-08,74.72952,76.15062
2020-11-09,77.51159,88.70292
2020-11-10,77.12519,75.73221
2020-11-11,64.68315,66.10878
2020-11-12,61.36012,63.59832
2020-11-13,47.99072,49.79079
2020-11-14,47.37248,56.90376
2020-11-15,56.72333,47.28033
2020-11-16,46.67697,53.13807
2020-11-17,44.89953,53.55648
2020-11-18,39.41267,38.07531
2020-11-19,40.26275,35.98326
2020-11-20,46.83153,58.15899
2020-11-21,45.98145,53.97489
2020-11-22,53.70942,53.55648
2020-11-23,54.9459,56.06694
2020-11-24,52.55023,69.87447
2020-11-25,46.05873,56.90376
2020-11-26,47.52704,52.30125
2020-11-27,37.78979,42.67782
2020-11-28,48.68624,57.74058
2020-11-29,48.8408,56.48535
2020-11-30,49.76816,47.28033
2020-12-01,42.96754,65.69037
2020-12-02,39.79907,54.3933
2020-12-03,41.34466,48.11715
2020-12-04,35.00772,57.32217
2020-12-05,37.55795,34.72803
2020-12-06,41.80834,51.88284
2020-12-07,32.84389,48.53556
2020-12-08,35.16228,36.82008
2020-12-09,35.00772,40.16736
2020-12-10,33.38485,34.30962
2020-12-11,29.21174,41.00418
2020-12-12,29.82998,39.74895
2020-12-13,33.30757,43.09623
2020-12-14,30.37094,49.79079
2020-12-15,25.88871,51.46443
2020-12-16,28.12982,43.93305
2020-12-17,21.56105,37.23849
2020-12-18,22.02472,35.98326
2020-12-19,21.40649,26.35983
2020-12-20,23.87944,38.49372
2020-12-21,20.40185,33.05439
2020-12-22,21.02009,26.35983
2020-12-23,15.84234,19.24686
2020-12-24,18.23802,23.01255
2020-12-25,18.46986,27.19665
2020-12-26,17.07882,29.2887
2020-12-27,20.40185,18.82845
2020-12-28,14.14219,22.59414
2020-12-29,17.00154,18.41004
2020-12-30,17.61978,22.17573
2020-12-31,9.27357,23.43096
2021-01-01,11.23267,20.35398
2021-01-02,17.43253,22.56637
2021-01-03,15.39022,26.10619
2021-01-04,16.11962,18.14159
2021-01-05,13.63967,20.35398
2021-01-06,15.39022,23.00884
2021-01-07,13.71261,32.30088
2021-01-08,12.03501,23.45132
2021-01-09,12.47264,21.23893
2021-01-10,17.28665,21.68141
2021-01-11,14.22319,17.25663
2021-01-12,12.91028,15.9292
2021-01-13,14.66083,16.81415
2021-01-14,14.73377,14.15929
2021-01-15,13.63967,17.69911
2021-01-16,12.32676,20.35398
2021-01-17,14.87964,15.48672
2021-01-18,12.03501,19.46902
2021-01-19,11.15973,19.9115
2021-01-20,11.37855,13.71681
2021-01-21,12.10795,15.04424
2021-01-22,11.45149,13.71681
2021-01-23,12.03501,11.50442
2021-01-24,14.29613,7.9646
2021-01-25,9.628,5.75221
2021-01-26,9.77388,13.71681
2021-01-27,8.53391,11.9469
2021-01-28,9.84682,9.73451
2021-01-29,9.70094,11.06194
2021-01-30,10.50328,12.83185
2021-01-31,11.74325,8.84955
2021-02-01,9.33625,9.29203
2021-02-02,7.9504,8.40707
2021-02-03,9.26331,11.50442
2021-02-04,9.19037,9.73451
2021-02-05,8.75273,9.29203
2021-02-06,9.11743,10.17699
2021-02-07,11.52443,6.63716
2021-02-08,10.06564,12.83185
2021-02-09,8.97155,7.52212
2021-02-10,7.51276,5.30973
2021-02-11,7.14806,4.42477
2021-02-12,6.8563,8.84955
2021-02-13,7.43982,3.9823
2021-02-14,7.5857,7.9646
2021-02-15,7.221,7.52212
2021-02-16,8.16921,11.9469
2021-02-17,7.221,6.63716
2021-02-18,9.19037,7.52212
2021-02-19,8.67979,6.19469
2021-02-20,7.80452,5.30973
2021-02-21,8.82567,5.75221
2021-02-22,6.92924,2.65486
2021-02-23,5.90809,9.73451
2021-02-24,6.49161,5.75221
2021-02-25,7.43982,9.73451
2021-02-26,4.74106,9.73451
2021-02-27,7.43982,4.86725
2021-02-28,7.29394,5.30973
2021-03-01,7.73158,5.75221
2021-03-02,7.00218,6.63716
2021-03-03,6.56455,7.07964
2021-03-04,7.221,6.19469
2021-03-05,4.30342,4.86725
2021-03-06,5.39752,3.9823
2021-03-07,6.19985,3.9823
2021-03-08,3.71991,6.19469
2021-03-09,5.76221,1.76991
2021-03-10,5.03282,3.9823
2021-03-11,3.13639,3.53982
2021-03-12,4.59518,4.86725
2021-03-13,4.37636,3.9823
2021-03-14,3.13639,7.52212
2021-03-15,3.42815,4.42477
2021-03-16,3.79285,3.09734
2021-03-17,2.69876,2.65486
2021-03-18,3.20933,3.9823
2021-03-19,2.407,3.09734
2021-03-20,3.57403,4.42477
2021-03-21,4.30342,6.19469
2021-03-22,4.01167,3.53982
2021-03-23,5.03282,4.86725
2021-03-24,3.71991,2.65486
2021-03-25,3.20933,2.21238
2021-03-26,1.38584,4.42477
2021-03-27,1.82348,5.30973
2021-03-28,2.69876,2.21238
2021-03-29,1.6776,4.42477
2021-03-30,1.31291,4.86725
2021-03-31,1.6776,2.65486
2021-04-01,2.84463,1.32743
2021-04-02,1.31291,1.32743
2021-04-03,2.11524,6.63716
